"Region","year","month","n_flights","n_delay","prop_delay","strat.size","prop_se","upper","lower"
"NorthRockies",2011,8,194,0,0,7532,0,0.0154639175257732,0
"NorthRockies",2011,9,137,2,0.0145985401459854,5967,0.0101659535076507,0.0345238090209808,0
"NorthRockies",2011,10,124,1,0.00806451612903226,5843,0.00797848476258904,0.0237023462637068,0
"NorthRockies",2011,11,132,2,0.0151515151515152,5288,0.0105387190299472,0.0358074044502116,0
"NorthRockies",2011,12,137,3,0.0218978102189781,5788,0.0123999917902571,0.046201794127882,0
"NorthRockies",2012,1,143,1,0.00699300699300699,5861,0.00690717051395877,0.0205310612003662,0
"NorthRockies",2012,2,147,4,0.0272108843537415,5467,0.0132826745254464,0.0532449264236165,0.00117684228386646
"NorthRockies",2012,3,125,2,0.016,6030,0.0111505937353838,0.0378551637213523,0
"NorthRockies",2012,4,158,1,0.00632911392405063,5683,0.00624051205118606,0.0185605175443753,0
"NorthRockies",2012,5,153,5,0.0326797385620915,5942,0.0142343646145128,0.0605790932065367,0.00478038391764634
"NorthRockies",2012,6,193,0,0,6910,0,0.0155440414507772,0
"NorthRockies",2012,7,198,3,0.0151515151515152,7582,0.00858882163240267,0.0319856055510244,0
"NorthRockies",2012,8,176,0,0,7504,0,0.0170454545454545,0
"NorthRockies",2012,9,147,0,0,6202,0,0.0204081632653061,0
"NorthRockies",2012,10,157,0,0,6279,0,0.0191082802547771,0
"NorthRockies",2012,11,114,1,0.0087719298245614,5725,0.00868415442230921,0.0257928724922875,0
"NorthRockies",2012,12,167,0,0,5953,0,0.0179640718562874,0
"NorthRockies",2013,1,161,1,0.0062111801242236,6385,0.00613237162078599,0.0182306285009641,0
"NorthRockies",2013,2,147,4,0.0272108843537415,5939,0.013297250972465,0.0532734962597729,0.00114827244771007
"NorthRockies",2013,3,164,1,0.00609756097560976,7062,0.00602634360601308,0.0179091944433954,0
"NorthRockies",2013,4,167,2,0.0119760479041916,6655,0.00833619462360902,0.0283149893664653,0
"NorthRockies",2013,5,167,1,0.00598802395209581,6758,0.0059135747515215,0.017578630465078,0
"NorthRockies",2013,6,172,4,0.0232558139534884,7596,0.0113942209817958,0.0455884870778082,0.000923140829168528
"NorthRockies",2013,7,230,0,0,8457,0,0.0130434782608696,0
"NorthRockies",2013,8,194,1,0.00515463917525773,8386,0.00509466711895365,0.0151401867284069,0
"NorthRockies",2013,9,191,0,0,7194,0,0.0157068062827225,0
"NorthRockies",2013,10,165,1,0.00606060606060606,7108,0.0059898497528788,0.0178007115762485,0
"NorthRockies",2013,11,175,2,0.0114285714285714,6628,0.00795087561358548,0.027012287631199,0
"NorthRockies",2013,12,170,3,0.0176470588235294,6989,0.0100041320188488,0.037255157580473,0
"Northwest",2003,6,459,0,0,18340,0,0.0065359477124183,0
"Northwest",2003,7,493,1,0.00202839756592292,19620,0.00200275123461955,0.00595378998577723,0
"Northwest",2003,8,467,3,0.00642398286937901,19672,0.00365672816325062,0.0135911700693502,0
"Northwest",2003,9,433,0,0,17859,0,0.0069284064665127,0
"Northwest",2003,10,470,3,0.00638297872340425,18196,0.00362954509603681,0.0134968871116364,0
"Northwest",2003,11,442,7,0.0158371040723982,16933,0.00586689919255254,0.0273362264898012,0.00433798165499521
"Northwest",2003,12,457,6,0.0131291028446389,17998,0.00526235721616935,0.0234433229883309,0.00281488270094702
"Northwest",2004,1,455,9,0.0197802197802198,17771,0.00645085404988386,0.0324238937179921,0.00713654584244742
"Northwest",2004,2,419,8,0.0190930787589499,16600,0.00660864427304362,0.0320460215341154,0.00614013598378438
"Northwest",2004,3,491,0,0,18214,0,0.00610997963340122,0
"Northwest",2004,4,419,1,0.00238663484486874,17881,0.00235850644511854,0.00700930747730107,0
"Northwest",2004,5,463,0,0,18940,0,0.00647948164146868,0
"Northwest",2004,6,475,3,0.00631578947368421,19464,0.00359404777247155,0.0133601231077284,0
"Northwest",2004,7,521,3,0.00575815738963532,20340,0.00327530317841942,0.0121777516193374,0
"Northwest",2004,8,540,4,0.00740740740740741,20441,0.0036442706959216,0.0145501779714137,0.000264636843401078
"Northwest",2004,9,496,1,0.00201612903225806,18461,0.00198886050294378,0.00591429561802787,0
"Northwest",2004,10,488,1,0.00204918032786885,18523,0.00202200668906644,0.00601231343843908,0
"Northwest",2004,11,447,1,0.00223713646532438,17380,0.00220818037088657,0.00656516999226206,0
"Northwest",2004,12,417,5,0.0119904076738609,18110,0.00527463489401672,0.0223286920661337,0.00165212328158814
"Northwest",2005,1,472,8,0.0169491525423729,17372,0.00586637705756461,0.0284472515751995,0.00545105350954625
"Northwest",2005,2,428,0,0,15863,0,0.00700934579439252,0
"Northwest",2005,3,478,2,0.00418410041841004,18157,0.00291634023223086,0.00990012727358253,0
"Northwest",2005,4,458,2,0.00436681222707424,17588,0.0030439975190415,0.0103330473643956,0
"Northwest",2005,5,502,0,0,18497,0,0.00597609561752988,0
"Northwest",2005,6,471,3,0.00636942675159236,19368,0.00362466405577308,0.0134737683009076,0
"Northwest",2005,7,518,1,0.00193050193050193,20492,0.00190594598922846,0.00566615606938971,0
"Northwest",2005,8,500,2,0.004,20455,0.0027908437097213,0.00947005367105375,0
"Northwest",2005,9,495,0,0,18824,0,0.00606060606060606,0
"Northwest",2005,10,461,2,0.00433839479392625,18984,0.00302693642918196,0.0102711901951229,0
"Northwest",2005,11,463,4,0.00863930885529158,17520,0.00424833380643,0.0169660431158944,0.000312574594688773
"Northwest",2005,12,470,4,0.00851063829787234,18170,0.00418646865830859,0.0167161168681572,0.000305159727587505
"Northwest",2006,1,449,3,0.0066815144766147,17903,0.00380038231720563,0.0141302638183377,0
"Northwest",2006,2,371,4,0.0107816711590297,15850,0.00530572911206426,0.0211809002186756,0.000382442099383701
"Northwest",2006,3,476,4,0.00840336134453781,17711,0.00413172435139236,0.0165015410732668,0.000305181615808793
"Northwest",2006,4,480,0,0,17834,0,0.00625,0
"Northwest",2006,5,488,1,0.00204918032786885,19220,0.00202299850061963,0.00601425738908332,0
"Northwest",2006,6,531,0,0,20154,0,0.00564971751412429,0
"Northwest",2006,7,460,1,0.00217391304347826,21064,0.00215004483251272,0.00638800091520319,0
"Northwest",2006,8,519,3,0.00578034682080925,21288,0.00328998261347627,0.0122287127432227,0
"Northwest",2006,9,478,0,0,18976,0,0.00627615062761506,0
"Northwest",2006,10,471,1,0.00212314225053079,19231,0.00209698138851688,0.00623322577202388,0
"Northwest",2006,11,441,8,0.018140589569161,17906,0.00628360705837227,0.0304564594035707,0.00582471973475134
"Northwest",2006,12,502,5,0.0099601593625498,18788,0.00437683020017565,0.0185387465548941,0.00138157217020554
"Northwest",2007,1,428,6,0.014018691588785,18304,0.00562258867597847,0.0250389653937029,0.00299841778386724
"Northwest",2007,2,390,3,0.00769230769230769,16548,0.00437721368124534,0.0162716465075486,0
"Northwest",2007,3,456,1,0.00219298245614035,18602,0.00216593685195412,0.00643821868597043,0
"Northwest",2007,4,470,0,0,18336,0,0.00638297872340425,0
"Northwest",2007,5,478,0,0,19507,0,0.00627615062761506,0
"Northwest",2007,6,550,1,0.00181818181818182,20604,0.00179375054158527,0.00533393287968894,0
"Northwest",2007,7,508,2,0.00393700787401575,21631,0.00274828688359504,0.00932365016586203,0
"Northwest",2007,8,541,0,0,21613,0,0.0055452865064695,0
"Northwest",2007,9,508,1,0.00196850393700787,19740,0.00194300956576633,0.00577680268590989,0
"Northwest",2007,10,498,7,0.0140562248995984,20027,0.00521451934240826,0.0242766828107186,0.0038357669884782
"Northwest",2007,11,455,2,0.0043956043956044,19064,0.00306746261924453,0.0104078311293237,0
"Northwest",2007,12,523,9,0.017208413001912,19751,0.00561614595710667,0.0282160590778411,0.00620076692598298
"Northwest",2008,1,426,6,0.0140845070422535,18983,0.00565155119791382,0.0251615473901646,0.00300746669434244
"Northwest",2008,2,430,5,0.0116279069767442,17636,0.0051123700239706,0.0216481522237266,0.0016076617297618
"Northwest",2008,3,519,6,0.0115606936416185,19255,0.00463306877853362,0.0206415084475444,0.00247987883569259
"Northwest",2008,4,458,0,0,18736,0,0.00655021834061135,0
"Northwest",2008,5,533,0,0,19795,0,0.00562851782363977,0
"Northwest",2008,6,508,2,0.00393700787401575,20897,0.00274712585198241,0.00932137454390126,0
"Northwest",2008,7,527,0,0,21912,0,0.00569259962049336,0
"Northwest",2008,8,526,2,0.00380228136882129,21286,0.00265266184781529,0.00900149859053926,0
"Northwest",2008,9,463,1,0.00215982721382289,17857,0.00213164309911053,0.00633784768807954,0
"Northwest",2008,10,474,1,0.00210970464135021,18266,0.00208215145433921,0.00619072149185506,0
"Northwest",2008,11,380,1,0.00263157894736842,16745,0.00260154793403378,0.00773061289807463,0
"Northwest",2008,12,413,18,0.0435835351089588,17591,0.00993978923387949,0.0630655220073626,0.024101548210555
"Northwest",2009,1,468,5,0.0106837606837607,16717,0.0046903510895725,0.0198768488193228,0.00149067254819858
"Northwest",2009,2,362,1,0.00276243093922652,15146,0.0027292192772294,0.00811170072259614,0
"Northwest",2009,3,412,5,0.0121359223300971,17058,0.00533525240099317,0.0225930170360437,0.00167882762415047
"Northwest",2009,4,438,1,0.00228310502283105,16560,0.00225270945407467,0.0066984155528174,0
"Northwest",2009,5,431,1,0.00232018561484919,17531,0.00229148722373105,0.00681150057336204,0
"Northwest",2009,6,441,0,0,18720,0,0.00680272108843537,0
"Northwest",2009,7,480,0,0,19593,0,0.00625,0
"Northwest",2009,8,477,0,0,19319,0,0.00628930817610063,0
"Northwest",2009,9,389,1,0.0025706940874036,17125,0.00254132929146535,0.00755169949867569,0
"Northwest",2009,10,424,1,0.00235849056603774,17274,0.0023293654972617,0.00692404694067067,0
"Northwest",2009,11,386,2,0.00518134715025907,15788,0.0036139982776961,0.0122647837745434,0
"Northwest",2009,12,415,1,0.00240963855421687,16430,0.00237901178306533,0.00707250164902491,0
"Northwest",2010,1,360,1,0.00277777777777778,15757,0.00274586250386353,0.0081596682853503,0
"Northwest",2010,2,372,0,0,14502,0,0.00806451612903226,0
"Northwest",2010,3,437,1,0.0022883295194508,16616,0.00225803754494469,0.0067140831075424,0
"Northwest",2010,4,381,0,0,16187,0,0.0078740157480315,0
"Northwest",2010,5,421,0,0,17490,0,0.00712589073634204,0
"Northwest",2010,6,520,1,0.00192307692307692,18744,0.0018962141014369,0.00563965656189325,0
"Northwest",2010,7,494,0,0,19642,0,0.00607287449392713,0
"Northwest",2010,8,501,1,0.00199600798403194,19451,0.0019701346730137,0.00585747194313878,0
"Northwest",2010,9,450,1,0.00222222222222222,17670,0.00219374318692447,0.00652195886859419,0
"Northwest",2010,10,434,2,0.00460829493087558,17468,0.0032141039858793,0.010907938743199,0
"Northwest",2010,11,384,10,0.0260416666666667,16228,0.0080409082579408,0.0418018468522306,0.0102814864811027
"Northwest",2010,12,430,2,0.00465116279069767,16829,0.00324279360872366,0.0110070382637961,0
"Northwest",2011,1,427,3,0.00702576112412178,16183,0.00399304633813438,0.0148521319468652,0
"Northwest",2011,2,366,5,0.0136612021857923,14411,0.00599825463367759,0.0254177812678004,0.00190462310378428
"Northwest",2011,3,367,2,0.00544959128065395,16574,0.00380533128764849,0.012908040604445,0
"Northwest",2011,4,396,1,0.00252525252525253,16089,0.00249398177556974,0.00741345680536922,0
"Northwest",2011,5,460,1,0.00217391304347826,17397,0.002144979917086,0.00637807368096682,0
"Northwest",2011,6,499,1,0.00200400801603206,18798,0.00197723054195269,0.00587937987825933,0
"Northwest",2011,7,502,1,0.00199203187250996,19711,0.00196650172704137,0.00584637525751105,0
"Northwest",2011,8,482,0,0,19528,0,0.00622406639004149,0
"Northwest",2011,9,461,1,0.00216919739696312,17249,0.0021400138978389,0.00636362463672737,0
"Northwest",2011,10,406,0,0,17028,0,0.00738916256157635,0
"Northwest",2011,11,358,1,0.00279329608938547,15830,0.00276152986476593,0.00820589462432671,0
"Northwest",2011,12,444,6,0.0135135135135135,16581,0.00541170216549208,0.024120449757878,0.00290657726914904
"Northwest",2012,1,385,4,0.0103896103896104,15271,0.00510882951887852,0.0204029162466123,0.000376304532608496
"Northwest",2012,2,336,0,0,14266,0,0.00892857142857143,0
"Northwest",2012,3,411,1,0.0024330900243309,16118,0.00240186848763273,0.00714075226009105,0
"Northwest",2012,4,414,2,0.00483091787439614,15791,0.00336681481328018,0.0114298749084253,0
"Northwest",2012,5,438,0,0,16874,0,0.00684931506849315,0
"Northwest",2012,6,456,1,0.00219298245614035,18466,0.00216573641125726,0.00643782582220459,0
"Northwest",2012,7,494,2,0.00404858299595142,19406,0.00282324037834551,0.00958213413750862,0
"Northwest",2012,8,456,0,0,19019,0,0.00657894736842105,0
"Northwest",2012,9,408,1,0.00245098039215686,16825,0.00242108033135432,0.00719629784161132,0
"Northwest",2012,10,398,2,0.0050251256281407,16466,0.0035056707199276,0.0118962402391988,0
"Northwest",2012,11,391,3,0.00767263427109974,15317,0.00436166485343501,0.0162214973838324,0
"Northwest",2012,12,422,3,0.00710900473933649,15919,0.00403998790685622,0.0150273810367747,0
"Northwest",2013,1,395,1,0.00253164556962025,14742,0.00249749858070867,0.00742674278780924,0
"Northwest",2013,2,337,2,0.00593471810089021,13409,0.00413723972446492,0.0140437079608414,0
"Northwest",2013,3,383,1,0.00261096605744125,16036,0.00257959778208749,0.00766697771033274,0
"Northwest",2013,4,372,1,0.00268817204301075,15697,0.00265612783199873,0.00789418259372826,0
"Northwest",2013,5,441,1,0.00226757369614512,16830,0.0022376676337557,0.00665340225830629,0
"Northwest",2013,6,426,2,0.00469483568075117,18426,0.00327728779889027,0.0111183197665761,0
"Northwest",2013,7,477,1,0.00209643605870021,19715,0.00207091937107964,0.00615543802601631,0
"Northwest",2013,8,481,1,0.00207900207900208,19471,0.00205316228309881,0.00610320015387575,0
"Northwest",2013,9,433,2,0.0046189376443418,17373,0.00322138888835095,0.0109328598655097,0
"Northwest",2013,10,402,1,0.00248756218905473,16994,0.00245796395288855,0.00730517153671628,0
"Northwest",2013,11,371,1,0.00269541778975741,16195,0.00266436519236281,0.00791757356678852,0
"Northwest",2013,12,420,7,0.0166666666666667,16861,0.00617575693067584,0.0287711502507913,0.00456218308254202
"Other",2003,6,60,0,0,2518,0,0.05,0
"Other",2003,7,56,0,0,2891,0,0.0535714285714286,0
"Other",2003,8,82,0,0,2908,0,0.0365853658536585,0
"Other",2003,9,30,0,0,2201,0,0.1,0
"Other",2003,10,62,0,0,2264,0,0.0483870967741935,0
"Other",2003,11,72,0,0,2600,0,0.0416666666666667,0
"Other",2003,12,69,0,0,2947,0,0.0434782608695652,0
"Other",2004,1,74,1,0.0135135135135135,3221,0.0133573802478081,0.0396939787992174,0
"Other",2004,2,67,0,0,3047,0,0.0447761194029851,0
"Other",2004,3,80,0,0,3245,0,0.0375,0
"Other",2004,4,69,0,0,3161,0,0.0434782608695652,0
"Other",2004,5,79,0,0,3029,0,0.0379746835443038,0
"Other",2004,6,70,1,0.0142857142857143,2955,0.014115495442066,0.0419520853521636,0
"Other",2004,7,78,1,0.0128205128205128,3060,0.0126560593752112,0.0376263891959267,0
"Other",2004,8,85,1,0.0117647058823529,3055,0.0115998852124782,0.0345004808988103,0
"Other",2004,9,54,0,0,2378,0,0.0555555555555556,0
"Other",2004,10,63,0,0,2513,0,0.0476190476190476,0
"Other",2004,11,72,0,0,2783,0,0.0416666666666667,0
"Other",2004,12,81,0,0,3112,0,0.037037037037037,0
"Other",2005,1,79,0,0,3229,0,0.0379746835443038,0
"Other",2005,2,62,1,0.0161290322580645,2918,0.0159567620302005,0.0474042858372575,0
"Other",2005,3,69,0,0,3215,0,0.0434782608695652,0
"Other",2005,4,84,0,0,3047,0,0.0357142857142857,0
"Other",2005,5,66,0,0,2907,0,0.0454545454545455,0
"Other",2005,6,78,0,0,2944,0,0.0384615384615385,0
"Other",2005,7,78,1,0.0128205128205128,3182,0.0126624040049438,0.0376388246702028,0
"Other",2005,8,71,3,0.0422535211267606,2982,0.0237560919809182,0.0888154614093603,0
"Other",2005,9,62,0,0,2257,0,0.0483870967741935,0
"Other",2005,10,52,1,0.0192307692307692,2328,0.0190147796596006,0.0564997373635865,0
"Other",2005,11,67,0,0,2608,0,0.0447761194029851,0
"Other",2005,12,67,1,0.0149253731343284,3026,0.0147592135999553,0.0438534317902408,0
"Other",2006,1,85,0,0,3138,0,0.0352941176470588,0
"Other",2006,2,77,0,0,2829,0,0.038961038961039,0
"Other",2006,3,76,0,0,3134,0,0.0394736842105263,0
"Other",2006,4,68,0,0,3119,0,0.0441176470588235,0
"Other",2006,5,74,0,0,3066,0,0.0405405405405405,0
"Other",2006,6,85,0,0,3112,0,0.0352941176470588,0
"Other",2006,7,82,1,0.0121951219512195,3305,0.0120428858112765,0.0357991781413215,0
"Other",2006,8,74,1,0.0135135135135135,3152,0.0133539419376396,0.039687239711287,0
"Other",2006,9,57,0,0,2429,0,0.0526315789473684,0
"Other",2006,10,65,0,0,2390,0,0.0461538461538462,0
"Other",2006,11,62,0,0,2535,0,0.0483870967741935,0
"Other",2006,12,79,0,0,3007,0,0.0379746835443038,0
"Other",2007,1,79,0,0,3078,0,0.0379746835443038,0
"Other",2007,2,90,0,0,2812,0,0.0333333333333333,0
"Other",2007,3,83,0,0,3245,0,0.036144578313253,0
"Other",2007,4,82,0,0,3130,0,0.0365853658536585,0
"Other",2007,5,68,0,0,2768,0,0.0441176470588235,0
"Other",2007,6,75,1,0.0133333333333333,2991,0.0131651038689271,0.0391369369164304,0
"Other",2007,7,108,2,0.0185185185185185,3210,0.0128121102352076,0.0436302545795253,0
"Other",2007,8,71,0,0,3097,0,0.0422535211267606,0
"Other",2007,9,44,0,0,2376,0,0.0681818181818182,0
"Other",2007,10,75,0,0,2413,0,0.04,0
"Other",2007,11,52,0,0,2704,0,0.0576923076923077,0
"Other",2007,12,82,1,0.0121951219512195,3163,0.0120360061455301,0.0357856939964586,0
"Other",2008,1,67,0,0,3025,0,0.0447761194029851,0
"Other",2008,2,73,0,0,2883,0,0.0410958904109589,0
"Other",2008,3,71,0,0,3278,0,0.0422535211267606,0
"Other",2008,4,85,1,0.0117647058823529,2985,0.0115959919582503,0.0344928501205236,0
"Other",2008,5,60,0,0,2729,0,0.05,0
"Other",2008,6,72,0,0,2810,0,0.0416666666666667,0
"Other",2008,7,86,0,0,2999,0,0.0348837209302326,0
"Other",2008,8,72,0,0,2932,0,0.0416666666666667,0
"Other",2008,9,59,1,0.0169491525423729,1879,0.0166809312449495,0.0496437777824739,0
"Other",2008,10,47,0,0,1878,0,0.0638297872340425,0
"Other",2008,11,53,0,0,2186,0,0.0566037735849057,0
"Other",2008,12,66,0,0,2549,0,0.0454545454545455,0
"Other",2009,1,64,0,0,2721,0,0.046875,0
"Other",2009,2,53,0,0,2421,0,0.0566037735849057,0
"Other",2009,3,59,0,0,2817,0,0.0508474576271186,0
"Other",2009,4,67,0,0,2655,0,0.0447761194029851,0
"Other",2009,5,56,0,0,2560,0,0.0535714285714286,0
"Other",2009,6,62,2,0.032258064516129,2661,0.0223570613464668,0.076077904755204,0
"Other",2009,7,56,0,0,2878,0,0.0535714285714286,0
"Other",2009,8,73,1,0.0136986301369863,2703,0.0135123843918159,0.0401829035449454,0
"Other",2009,9,57,2,0.0350877192982456,2095,0.0242514410264581,0.0826205437101034,0
"Other",2009,10,44,0,0,2251,0,0.0681818181818182,0
"Other",2009,11,50,1,0.02,2520,0.0198005932250398,0.058809162721078,0
"Other",2009,12,73,0,0,2992,0,0.0410958904109589,0
"Other",2010,1,75,0,0,3060,0,0.04,0
"Other",2010,2,64,0,0,2752,0,0.046875,0
"Other",2010,3,69,0,0,3109,0,0.0434782608695652,0
"Other",2010,4,72,0,0,2807,0,0.0416666666666667,0
"Other",2010,5,76,0,0,2747,0,0.0394736842105263,0
"Other",2010,6,60,0,0,3436,0,0.05,0
"Other",2010,7,70,0,0,3732,0,0.0428571428571429,0
"Other",2010,8,77,0,0,3498,0,0.038961038961039,0
"Other",2010,9,59,0,0,2774,0,0.0508474576271186,0
"Other",2010,10,46,0,0,2882,0,0.0652173913043478,0
"Other",2010,11,56,0,0,2878,0,0.0535714285714286,0
"Other",2010,12,61,0,0,3408,0,0.0491803278688525,0
"Other",2011,1,68,0,0,3256,0,0.0441176470588235,0
"Other",2011,2,71,0,0,2903,0,0.0422535211267606,0
"Other",2011,3,63,0,0,3475,0,0.0476190476190476,0
"Other",2011,4,68,1,0.0147058823529412,3322,0.0145545923989191,0.0432328834548226,0
"Other",2011,5,59,1,0.0169491525423729,3195,0.0167919288001805,0.0498613329907266,0
"Other",2011,6,71,0,0,3603,0,0.0422535211267606,0
"Other",2011,7,75,1,0.0133333333333333,3837,0.0132023801172747,0.0392099983631918,0
"Other",2011,8,89,2,0.0224719101123595,3573,0.0156014817168233,0.0530508142773333,0
"Other",2011,9,35,2,0.0571428571428571,2660,0.0395447013909586,0.134650471869136,0
"Other",2011,10,49,0,0,2794,0,0.0612244897959184,0
"Other",2011,11,74,0,0,2932,0,0.0405405405405405,0
"Other",2011,12,76,0,0,3511,0,0.0394736842105263,0
"Other",2012,1,69,0,0,3496,0,0.0434782608695652,0
"Other",2012,2,67,0,0,3239,0,0.0447761194029851,0
"Other",2012,3,81,0,0,3763,0,0.037037037037037,0
"Other",2012,4,72,0,0,3635,0,0.0416666666666667,0
"Other",2012,5,71,1,0.0140845070422535,3621,0.013945740041925,0.0414181575244265,0
"Other",2012,6,84,1,0.0119047619047619,3899,0.0117758256637373,0.0349853802056871,0
"Other",2012,7,72,0,0,4084,0,0.0416666666666667,0
"Other",2012,8,86,1,0.0116279069767442,3814,0.0114960635589669,0.0341601915523194,0
"Other",2012,9,59,0,0,2970,0,0.0508474576271186,0
"Other",2012,10,63,0,0,3005,0,0.0476190476190476,0
"Other",2012,11,63,0,0,3217,0,0.0476190476190476,0
"Other",2012,12,86,0,0,3676,0,0.0348837209302326,0
"Other",2013,1,80,0,0,3756,0,0.0375,0
"Other",2013,2,84,0,0,3362,0,0.0357142857142857,0
"Other",2013,3,94,0,0,4146,0,0.0319148936170213,0
"Other",2013,4,89,0,0,3877,0,0.0337078651685393,0
"Other",2013,5,74,4,0.0540540540540541,3651,0.0261962676782328,0.10539873870339,0.00270936940471778
"Other",2013,6,93,0,0,3949,0,0.032258064516129,0
"Other",2013,7,83,0,0,4232,0,0.036144578313253,0
"Other",2013,8,77,1,0.012987012987013,3925,0.0128589934756626,0.0381906401993117,0
"Other",2013,9,63,0,0,2937,0,0.0476190476190476,0
"Other",2013,10,60,0,0,3165,0,0.05,0
"Other",2013,11,66,0,0,3359,0,0.0454545454545455,0
"Other",2013,12,93,1,0.010752688172043,3934,0.010624830912087,0.0315773567597335,0
"South",2003,6,1991,71,0.0356604721245605,81421,0.00410587814114421,0.0437079932812032,0.0276129509679179
"South",2003,7,2035,43,0.0211302211302211,83851,0.00314995250310289,0.0273041280363028,0.0149563142241395
"South",2003,8,2013,58,0.0288127173373075,82680,0.00368364130001556,0.036032654285338,0.021592780389277
"South",2003,9,1945,31,0.0159383033419023,80177,0.00280576564465086,0.021437604005418,0.0104390026783866
"South",2003,10,2088,11,0.00526819923371648,84229,0.00156484757983515,0.00833530049019338,0.00220109797723958
"South",2003,11,2091,40,0.0191296030607365,80715,0.00295723673110974,0.0249257870537116,0.0133334190677614
"South",2003,12,2132,19,0.00891181988742964,85118,0.00201020030419717,0.0128518124836561,0.00497182729120319
"South",2004,1,2087,31,0.0148538572113081,85056,0.00261588261366651,0.0199809871340944,0.00972672728852175
"South",2004,2,1945,57,0.029305912596401,80205,0.00377867801714035,0.0367121215099961,0.0218997036828059
"South",2004,3,2171,15,0.00690925840626439,87556,0.0017560147215463,0.0103510472604951,0.00346746955203365
"South",2004,4,2142,30,0.0140056022408964,84634,0.00250734021960939,0.0189199890713308,0.00909121541046196
"South",2004,5,2210,61,0.0276018099547511,86634,0.00344097702427427,0.0343461249223287,0.0208574949871736
"South",2004,6,2106,148,0.0702754036087369,84412,0.00550131404172644,0.0810579791305208,0.0594928280869531
"South",2004,7,2162,45,0.0208140610545791,86696,0.00303249289784878,0.0267577471343627,0.0148703749747955
"South",2004,8,2215,56,0.0252821670428894,87663,0.00329382546169732,0.0317380649478161,0.0188262691379626
"South",2004,9,2133,9,0.00421940928270042,82992,0.00138567098420429,0.00693532441174084,0.00150349415366001
"South",2004,10,2137,68,0.0318203088441741,86721,0.00375069307274431,0.0391716672667529,0.0244689504215952
"South",2004,11,2006,61,0.0304087736789631,82556,0.00378786990230192,0.0378329986874749,0.0229845486704513
"South",2004,12,2177,51,0.0234267340376665,86056,0.00320121532924535,0.0297011160829874,0.0171523519923456
"South",2005,1,2089,37,0.0177118238391575,84088,0.00285051361452133,0.0232988305236193,0.0121248171546957
"South",2005,2,1952,22,0.0112704918032787,74410,0.00235835438293368,0.0158928663938287,0.00664811721272868
"South",2005,3,2091,25,0.0119560019129603,84653,0.00234788549436808,0.0165578574819217,0.00735414634399887
"South",2005,4,2123,39,0.018370230805464,82003,0.00287715086208941,0.0240094464951592,0.0127310151157687
"South",2005,5,2102,49,0.0233111322549952,84909,0.00325089871804794,0.0296828937423692,0.0169393707676213
"South",2005,6,2094,33,0.0157593123209169,84437,0.0026883240653305,0.0210284274889647,0.0104901971528691
"South",2005,7,2208,124,0.0561594202898551,86032,0.00483741832259465,0.0656407602021406,0.0466780803775695
"South",2005,8,2279,104,0.0456340500219394,86753,0.0043146382960592,0.0540907410822155,0.0371773589616634
"South",2005,9,1848,29,0.0156926406926407,76696,0.00285682525693367,0.0212920181962307,0.0100932631890507
"South",2005,10,2024,18,0.00889328063241107,78783,0.00206035314175038,0.0129315727902418,0.00485498847458033
"South",2005,11,1881,21,0.0111642743221691,76580,0.00239330535340068,0.0158551528148344,0.00647339582950373
"South",2005,12,1950,56,0.0287179487179487,79722,0.00373650881337186,0.0360415059921576,0.0213943914437399
"South",2006,1,1990,34,0.0170854271356784,79475,0.00286910846076229,0.0227088797187725,0.0114619745525843
"South",2006,2,1896,58,0.0305907172995781,72709,0.00390396774829276,0.0382424940862319,0.0229389405129243
"South",2006,3,2088,77,0.0368773946360153,83117,0.00407319300107281,0.044860852918118,0.0288939363539126
"South",2006,4,1923,40,0.0208008320332813,80442,0.00321621542014471,0.027104614256765,0.0144970498097977
"South",2006,5,2118,71,0.0335221907459868,84011,0.00386239800668769,0.0410924908390947,0.0259518906528789
"South",2006,6,2036,44,0.0216110019646365,82942,0.00318356805514843,0.0278507953527275,0.0153712085765456
"South",2006,7,2122,67,0.031573986804901,84897,0.00374913452083508,0.0389222904657378,0.0242256831440643
"South",2006,8,2164,58,0.0268022181146026,85399,0.00342834298027763,0.0335217703559467,0.0200826658732584
"South",2006,9,1939,43,0.0221763795771016,80172,0.0033043217739059,0.0286528502539572,0.015699908900246
"South",2006,10,2079,71,0.0341510341510342,84653,0.00393490500573229,0.0418634479622694,0.0264386203397989
"South",2006,11,2075,44,0.0212048192771084,80920,0.00312261157027129,0.0273251379548402,0.0150845005993767
"South",2006,12,2030,69,0.0339901477832512,83641,0.00397366290567324,0.0417785270783708,0.0262017684881317
"South",2007,1,2128,91,0.0427631578947368,84026,0.00433102454795203,0.0512519660087228,0.0342743497807509
"South",2007,2,1899,38,0.0200105318588731,75924,0.00317388790163973,0.026231352146087,0.0137897115716592
"South",2007,3,2073,67,0.0323203087313073,84908,0.0038374375486645,0.0398416863266897,0.0247989311359249
"South",2007,4,2026,53,0.0261599210266535,81083,0.00350231160526813,0.033024451772979,0.019295390280328
"South",2007,5,2058,80,0.0388726919339164,83860,0.00420920572884247,0.0471227351624477,0.0306226487053852
"South",2007,6,2085,167,0.0800959232613909,82042,0.00586999520337624,0.0916011138600083,0.0685907326627734
